Epoch,Training Loss,Validation Loss,Validation Accuracy,Precision,Recall
1,0.6648383349180221,0.6766935914754868,72.5,0.7301790281329923,0.7250000000000001
2,0.5983749210834504,0.6704759865999221,69.16666666666667,0.6983328542684679,0.6916666666666667
3,0.45971969366073606,0.6234750926494599,77.5,0.7756892230576441,0.775
4,0.3413381464779377,0.5948272854089737,76.66666666666667,0.7678571428571428,0.7666666666666666
5,0.2521102575585246,0.5600986868143082,70.0,0.7036199095022624,0.7
6,0.21260788766667246,0.5491162776947022,77.5,0.7845645300373671,0.775
7,0.1611549064517021,0.6769295930862427,62.5,0.6250347318699638,0.625
8,0.1788267738185823,0.5678903162479401,77.5,0.7750764101139205,0.775
9,0.18037523105740547,0.6270356371998786,70.83333333333333,0.7088554720133667,0.7083333333333333
10,0.1424903290346265,0.5171488210558891,78.33333333333333,0.7836484983314794,0.7833333333333334
11,0.059620279679074885,0.5825900688767434,73.33333333333333,0.7356902356902357,0.7333333333333334
12,0.11621841681189835,0.5929136112332344,74.16666666666667,0.7500718597298074,0.7416666666666667
13,0.07047828927170485,0.551933279633522,77.5,0.7885456135237541,0.7749999999999999
14,0.04596665683202446,0.5101265549659729,83.33333333333333,0.8348214285714286,0.8333333333333334
15,0.08253275053575634,0.47230318263173104,80.83333333333333,0.8091060985797828,0.8083333333333333
16,0.09455195211339743,0.6867873504757881,60.833333333333336,0.6098282174035483,0.6083333333333334
17,0.09467629129067064,0.7162708729505539,50.833333333333336,0.5083356487913309,0.5083333333333333
18,0.06063921088352799,0.6167519703507424,69.16666666666667,0.6983328542684679,0.6916666666666667
